sensor_a,sensor_b,correlation_contaminated,abs_correlation_contaminated,correlation_clean,abs_correlation_clean,correlation_delta,abs_correlation_delta
sensor_16,sensor_30,0.4560281594718665,0.4560281594718665,0.001673492208761092,0.001673492208761092,0.45435466726310536,0.45435466726310536
sensor_17,sensor_29,0.5437924492450458,0.5437924492450458,-0.09240677467951526,0.09240677467951526,0.6361992239245611,0.4513856745655305
sensor_24,sensor_30,0.555035659002383,0.555035659002383,0.10614733055873155,0.10614733055873155,0.4488883284436515,0.4488883284436515
sensor_28,sensor_34,0.6155453447361414,0.6155453447361414,0.16716968170260826,0.16716968170260826,0.44837566303353316,0.44837566303353316
sensor_23,sensor_28,0.7578390366790584,0.7578390366790584,-0.31053810167112267,0.31053810167112267,1.068377138350181,0.4473009350079357
sensor_00,sensor_05,0.5925655984054295,0.5925655984054295,-0.14573886297341065,0.14573886297341065,0.7383044613788402,0.4468267354320189
sensor_14,sensor_30,0.46281654793810934,0.46281654793810934,-0.021829061966383723,0.021829061966383723,0.48464560990449307,0.4409874859717256
sensor_26,sensor_29,0.7431852017993444,0.7431852017993444,-0.3031143084358246,0.3031143084358246,1.046299510235169,0.44007089336351984
sensor_36,sensor_41,0.4394798126572241,0.4394798126572241,-0.002290928263320125,0.002290928263320125,0.4417707409205442,0.43718888439390396
sensor_30,sensor_32,0.6377981313012686,0.6377981313012686,0.21601147253949263,0.21601147253949263,0.421786658761776,0.421786658761776
sensor_31,sensor_32,0.778454679943878,0.778454679943878,0.3574015994508979,0.3574015994508979,0.42105308049298007,0.42105308049298007
sensor_00,sensor_22,-0.48369358811522056,0.48369358811522056,0.06410932926784135,0.06410932926784135,-0.5478029173830619,0.4195842588473792
sensor_25,sensor_26,0.9312450390965242,0.9312450390965242,0.51672911182266,0.51672911182266,0.4145159272738642,0.4145159272738642
sensor_24,sensor_32,0.637473615943593,0.637473615943593,0.22689533743218157,0.22689533743218157,0.4105782785114114,0.4105782785114114
sensor_02,sensor_06,0.44583930538430433,0.44583930538430433,-0.0380863691873741,0.0380863691873741,0.48392567457167845,0.4077529361969302
sensor_18,sensor_30,0.4134539810790783,0.4134539810790783,-0.0062715825546956795,0.0062715825546956795,0.419725563633774,0.40718239852438265
sensor_36,sensor_44,0.5218236095398489,0.5218236095398489,0.11647154188187644,0.11647154188187644,0.4053520676579724,0.4053520676579724
sensor_11,sensor_34,-0.41180330150522354,0.41180330150522354,0.00787753821217411,0.00787753821217411,-0.41968083971739767,0.4039257632930494
sensor_04,sensor_22,-0.41705411592523145,0.41705411592523145,0.013228487844740969,0.013228487844740969,-0.4302826037699724,0.4038256280804905
sensor_32,sensor_35,0.5985367697443025,0.5985367697443025,0.19893283142432405,0.19893283142432405,0.3996039383199784,0.3996039383199784
sensor_19,sensor_20,0.948140322971628,0.948140322971628,0.5495605181045021,0.5495605181045021,0.39857980486712585,0.39857980486712585
sensor_00,sensor_33,-0.3998713984482464,0.3998713984482464,0.0020604077077565376,0.0020604077077565376,-0.40193180615600294,0.3978109907404898
sensor_32,sensor_33,0.6330387641287644,0.6330387641287644,0.23599013302558042,0.23599013302558042,0.39704863110318395,0.39704863110318395
sensor_32,sensor_36,0.5782568730255425,0.5782568730255425,0.18183335231272696,0.18183335231272696,0.39642352071281556,0.39642352071281556
sensor_17,sensor_30,0.3995080853407632,0.3995080853407632,-0.0031370757280388987,0.0031370757280388987,0.4026451610688021,0.3963710096127243
sensor_22,sensor_26,0.7711459999302598,0.7711459999302598,0.3764751727793322,0.3764751727793322,0.3946708271509276,0.3946708271509276
sensor_22,sensor_32,0.6592007604712481,0.6592007604712481,0.26456144398027603,0.26456144398027603,0.39463931649097206,0.39463931649097206
sensor_01,sensor_36,0.40881633158857883,0.40881633158857883,0.015364273965997615,0.015364273965997615,0.39345205762258123,0.39345205762258123
sensor_14,sensor_44,0.3981286615977583,0.3981286615977583,-0.005694197793830928,0.005694197793830928,0.4038228593915892,0.3924344638039274
