sensor_a,sensor_b,pearson_corr,spearman_corr,abs_pearson_corr,abs_spearman_corr,same_direction_flag,state_scope
sensor_30,sensor_32,0.8338486560990774,0.6328209916305508,0.8338486560990774,0.6328209916305508,True,normal
sensor_41,sensor_42,0.8329379069776819,0.8497960951405199,0.8329379069776819,0.8497960951405199,True,normal
sensor_17,sensor_32,0.832457654217053,0.3678406822830719,0.832457654217053,0.3678406822830719,True,normal
sensor_18,sensor_32,0.8315974940942136,0.36744322552942343,0.8315974940942136,0.36744322552942343,True,normal
sensor_25,sensor_30,0.8313031997842948,0.19411619601912836,0.8313031997842948,0.19411619601912836,True,normal
sensor_22,sensor_30,0.8281213704805204,0.4676669448592671,0.8281213704805204,0.4676669448592671,True,normal
sensor_16,sensor_32,0.8255548714630992,0.3910686356943812,0.8255548714630992,0.3910686356943812,True,normal
sensor_34,sensor_35,0.8242572788919572,0.7504335030458557,0.8242572788919572,0.7504335030458557,True,normal
sensor_30,sensor_33,0.8240687889421721,0.3903403417466489,0.8240687889421721,0.3903403417466489,True,normal
sensor_18,sensor_30,0.8208848639231312,0.26663790227982864,0.8208848639231312,0.26663790227982864,True,normal
sensor_21,sensor_28,0.8202502694667336,0.21394491374532298,0.8202502694667336,0.21394491374532298,True,normal
sensor_18,sensor_31,0.8177561233944356,0.25880359394247254,0.8177561233944356,0.25880359394247254,True,normal
sensor_21,sensor_31,0.8171948382774176,0.2266707039306319,0.8171948382774176,0.2266707039306319,True,normal
sensor_17,sensor_30,0.8167445441938372,0.2654214602940237,0.8167445441938372,0.2654214602940237,True,normal
sensor_17,sensor_31,0.8157074785547094,0.25754178624076607,0.8157074785547094,0.25754178624076607,True,normal
sensor_16,sensor_30,0.8155110823469967,0.28733805947574437,0.8155110823469967,0.28733805947574437,True,normal
sensor_20,sensor_28,0.812831805989457,0.20031472822653,0.812831805989457,0.20031472822653,True,normal
sensor_26,sensor_31,0.8126974524866684,0.46058247291308213,0.8126974524866684,0.46058247291308213,True,normal
sensor_19,sensor_28,0.8109576444780122,0.18758217821861195,0.8109576444780122,0.18758217821861195,True,normal
sensor_28,sensor_33,0.8106240995106389,0.5673538976287089,0.8106240995106389,0.5673538976287089,True,normal
sensor_24,sensor_28,0.8098318851864862,0.2271454030984916,0.8098318851864862,0.2271454030984916,True,normal
sensor_24,sensor_31,0.80918828543062,0.36876548978469464,0.80918828543062,0.36876548978469464,True,normal
sensor_23,sensor_35,0.8079601001322024,0.7672070427465415,0.8079601001322024,0.7672070427465415,True,normal
sensor_07,sensor_08,0.8058262439156303,0.5539927392838888,0.8058262439156303,0.5539927392838888,True,normal
sensor_14,sensor_32,0.8041274460940887,0.3783012645086715,0.8041274460940887,0.3783012645086715,True,normal
sensor_25,sensor_28,0.8024554662862786,0.27391776018707004,0.8024554662862786,0.27391776018707004,True,normal
sensor_20,sensor_31,0.801030795395839,0.21180571200978457,0.801030795395839,0.21180571200978457,True,normal
sensor_19,sensor_31,0.8001609748566327,0.19623578298856514,0.8001609748566327,0.19623578298856514,True,normal
sensor_29,sensor_33,0.7991182821667322,0.5823753793223704,0.7991182821667322,0.5823753793223704,True,normal
sensor_28,sensor_31,0.7987025952158354,0.5736072699534952,0.7987025952158354,0.5736072699534952,True,normal
sensor_25,sensor_31,0.7963392053839178,0.2114317333682494,0.7963392053839178,0.2114317333682494,True,normal
sensor_16,sensor_28,0.7960654724082106,0.2184150146042237,0.7960654724082106,0.2184150146042237,True,normal
sensor_26,sensor_28,0.7937772939574614,0.3360585129278733,0.7937772939574614,0.3360585129278733,True,normal
sensor_14,sensor_30,0.7932877528954061,0.2398864895328253,0.7932877528954061,0.2398864895328253,True,normal
sensor_30,sensor_31,0.7929723656420757,0.5151505453691514,0.7929723656420757,0.5151505453691514,True,normal
sensor_23,sensor_31,0.790230191822861,0.33360287553020396,0.790230191822861,0.33360287553020396,True,normal
sensor_22,sensor_31,0.7884494535540189,0.24678188547981356,0.7884494535540189,0.24678188547981356,True,normal
sensor_16,sensor_31,0.7873063251097668,0.2471317752229645,0.7873063251097668,0.2471317752229645,True,normal
sensor_40,sensor_43,0.7862705694421114,0.7943290952216854,0.7862705694421114,0.7943290952216854,True,normal
sensor_17,sensor_28,0.7850769979000757,0.2425532136119448,0.7850769979000757,0.2425532136119448,True,normal
sensor_14,sensor_28,0.7820473943863048,0.2233571007914263,0.7820473943863048,0.2233571007914263,True,normal
sensor_22,sensor_28,0.7813767806109275,0.15600840655652126,0.7813767806109275,0.15600840655652126,True,normal
sensor_18,sensor_28,0.7785788370495592,0.2434674364992632,0.7785788370495592,0.2434674364992632,True,normal
sensor_22,sensor_35,0.775267606015883,0.6523145984740906,0.775267606015883,0.6523145984740906,True,normal
sensor_34,sensor_36,0.7703274947031529,0.6970560732880117,0.7703274947031529,0.6970560732880117,True,normal
sensor_26,sensor_35,0.767466143875779,0.546382667466186,0.767466143875779,0.546382667466186,True,normal
sensor_23,sensor_28,0.7635950424034285,0.12703072095664739,0.7635950424034285,0.12703072095664739,True,normal
sensor_28,sensor_32,0.761186900976008,0.35043540480280844,0.761186900976008,0.35043540480280844,True,normal
sensor_35,sensor_36,0.7608617580636833,0.5760501291745911,0.7608617580636833,0.5760501291745911,True,normal
sensor_14,sensor_31,0.7570080287538551,0.2201753460380976,0.7570080287538551,0.2201753460380976,True,normal
sensor_08,sensor_09,0.7521974051647092,0.4791148866759707,0.7521974051647092,0.4791148866759707,True,normal
sensor_16,sensor_35,0.7452954538521611,0.3908155794088254,0.7452954538521611,0.3908155794088254,True,normal
sensor_17,sensor_35,0.7422422903612823,0.31880805029391734,0.7422422903612823,0.31880805029391734,True,normal
sensor_19,sensor_35,0.7412534181988651,0.42047715805889,0.7412534181988651,0.42047715805889,True,normal
sensor_21,sensor_35,0.7391813789193636,0.421298895023885,0.7391813789193636,0.421298895023885,True,normal
sensor_20,sensor_35,0.7382766825217616,0.42564714902098505,0.7382766825217616,0.42564714902098505,True,normal
sensor_14,sensor_35,0.7362953951900663,0.3501336258787052,0.7362953951900663,0.3501336258787052,True,normal
sensor_25,sensor_35,0.7358951167317312,0.33540451565253254,0.7358951167317312,0.33540451565253254,True,normal
sensor_38,sensor_41,0.7285503119889566,0.7703484990025179,0.7285503119889566,0.7703484990025179,True,normal
sensor_24,sensor_35,0.7279898964103788,0.34469272560027975,0.7279898964103788,0.34469272560027975,True,normal
sensor_24,sensor_29,0.718091375357526,0.3225588409704563,0.718091375357526,0.3225588409704563,True,normal
sensor_21,sensor_29,0.7099899942361643,0.12705040928158298,0.7099899942361643,0.12705040928158298,True,normal
sensor_26,sensor_34,0.7092545588344287,0.722181046174065,0.7092545588344287,0.722181046174065,True,normal
sensor_18,sensor_35,0.7082273495489543,0.32024448858339916,0.7082273495489543,0.32024448858339916,True,normal
sensor_17,sensor_29,0.7052560915708169,0.16847391907926557,0.7052560915708169,0.16847391907926557,True,normal
sensor_19,sensor_29,0.7042345450366985,0.10965718977457976,0.7042345450366985,0.10965718977457976,True,normal
sensor_20,sensor_29,0.7021312743653534,0.10426157539913582,0.7021312743653534,0.10426157539913582,True,normal
sensor_28,sensor_29,0.7020394722463837,0.5186219547856313,0.7020394722463837,0.5186219547856313,True,normal
sensor_29,sensor_31,0.7018489932460498,0.3900649937311856,0.7018489932460498,0.3900649937311856,True,normal
sensor_00,sensor_10,0.70124587947395,0.34724747264343936,0.70124587947395,0.34724747264343936,True,normal
sensor_18,sensor_29,0.6972554370878179,0.16723170048819758,0.6972554370878179,0.16723170048819758,True,normal
sensor_28,sensor_30,0.6968580580387721,0.1611523239226435,0.6968580580387721,0.1611523239226435,True,normal
sensor_45,sensor_46,0.6962321248849533,0.6960574731102552,0.6962321248849533,0.6960574731102552,True,normal
sensor_16,sensor_29,0.6954225983710195,0.1639448165605042,0.6954225983710195,0.1639448165605042,True,normal
sensor_25,sensor_29,0.6939506222460615,0.19995105752317366,0.6939506222460615,0.19995105752317366,True,normal
sensor_29,sensor_32,0.6855577554152881,0.2272816528828106,0.6855577554152881,0.2272816528828106,True,normal
sensor_32,sensor_35,0.6823942105294358,0.4938378316814367,0.6823942105294358,0.4938378316814367,True,normal
sensor_26,sensor_36,0.6815031733235146,0.5894696205066615,0.6815031733235146,0.5894696205066615,True,normal
sensor_14,sensor_29,0.6787614633984994,0.17639044525473058,0.6787614633984994,0.17639044525473058,True,normal
sensor_06,sensor_07,0.6777618489497141,0.4951789731196032,0.6777618489497141,0.4951789731196032,True,normal
sensor_07,sensor_09,0.6758124270332627,0.3226233827664629,0.6758124270332627,0.3226233827664629,True,normal
sensor_30,sensor_35,0.6738359004004462,0.5261171907151228,0.6738359004004462,0.5261171907151228,True,normal
sensor_39,sensor_42,0.6723972424416658,0.7398190266286735,0.6723972424416658,0.7398190266286735,True,normal
sensor_23,sensor_36,0.6701488273569094,0.5222295495200341,0.6701488273569094,0.5222295495200341,True,normal
sensor_22,sensor_29,0.6584287500109097,-0.062051848115562545,0.6584287500109097,0.062051848115562545,True,normal
sensor_22,sensor_36,0.6582479154914915,0.5223115082157916,0.6582479154914915,0.5223115082157916,True,normal
sensor_23,sensor_34,0.6571349111307349,0.6039440667436582,0.6571349111307349,0.6039440667436582,True,normal
sensor_29,sensor_30,0.6537132774633359,0.1546937336270373,0.6537132774633359,0.1546937336270373,True,normal
sensor_22,sensor_34,0.6497935712345455,0.5621797406770301,0.6497935712345455,0.5621797406770301,True,normal
sensor_04,sensor_10,0.6497525056338888,0.21047608617664368,0.6497525056338888,0.21047608617664368,True,normal
sensor_26,sensor_29,0.6363984334636691,0.0901775473866957,0.6363984334636691,0.0901775473866957,True,normal
sensor_23,sensor_29,0.6339872617226152,-0.1450152876695158,0.6339872617226152,0.1450152876695158,True,normal
sensor_06,sensor_11,0.6266271433800451,0.4935482406892514,0.6266271433800451,0.4935482406892514,True,normal
sensor_25,sensor_36,0.6264579900848345,0.4408870255905162,0.6264579900848345,0.4408870255905162,True,normal
sensor_25,sensor_34,0.62562459482206,0.40959648513710945,0.62562459482206,0.40959648513710945,True,normal
sensor_33,sensor_35,0.6209921319472855,0.0834704583969629,0.6209921319472855,0.0834704583969629,True,normal
sensor_00,sensor_06,0.6190323932576298,0.2519083584232155,0.6190323932576298,0.2519083584232155,True,normal
sensor_31,sensor_35,0.6173075626198555,0.27010626307207763,0.6173075626198555,0.27010626307207763,True,normal
sensor_20,sensor_36,0.6124959141133628,0.32977796091457173,0.6124959141133628,0.32977796091457173,True,normal
sensor_19,sensor_36,0.6124068356849018,0.3303911012493748,0.6124068356849018,0.3303911012493748,True,normal
sensor_16,sensor_34,0.6097429769652897,0.3847051327466573,0.6097429769652897,0.3847051327466573,True,normal
sensor_21,sensor_36,0.6096693126801641,0.31964835802900415,0.6096693126801641,0.31964835802900415,True,normal
sensor_06,sensor_08,0.609552935794531,0.5456993353962145,0.609552935794531,0.5456993353962145,True,normal
sensor_19,sensor_34,0.6094250041368348,0.38506150172294734,0.6094250041368348,0.38506150172294734,True,normal
sensor_20,sensor_34,0.6080756105358057,0.39226859086196214,0.6080756105358057,0.39226859086196214,True,normal
sensor_14,sensor_34,0.6067914122735505,0.36305837439604827,0.6067914122735505,0.36305837439604827,True,normal
sensor_21,sensor_34,0.6061004047246035,0.3808923892497883,0.6061004047246035,0.3808923892497883,True,normal
sensor_14,sensor_36,0.6054805735799639,0.36022570385644254,0.6054805735799639,0.36022570385644254,True,normal
sensor_17,sensor_34,0.6026945158958076,0.35789118157925953,0.6026945158958076,0.35789118157925953,True,normal
sensor_32,sensor_34,0.6021909967659718,0.5528490644107511,0.6021909967659718,0.5528490644107511,True,normal
sensor_02,sensor_03,0.6019062547956975,0.506303515118274,0.6019062547956975,0.506303515118274,True,normal
sensor_16,sensor_36,0.5989319010019181,0.3398805306230279,0.5989319010019181,0.3398805306230279,True,normal
sensor_24,sensor_34,0.5956108431626749,0.31193622509671737,0.5956108431626749,0.31193622509671737,True,normal
sensor_24,sensor_36,0.5951856583063898,0.3405951027679668,0.5951856583063898,0.3405951027679668,True,normal
sensor_39,sensor_41,0.5899338378040492,0.610333861861795,0.5899338378040492,0.610333861861795,True,normal
sensor_42,sensor_43,0.5829642983681985,0.4689701126942846,0.5829642983681985,0.4689701126942846,True,normal
sensor_18,sensor_34,0.579266673859721,0.3581972812734383,0.579266673859721,0.3581972812734383,True,normal
sensor_04,sensor_06,0.5774448006357665,0.25668755809337407,0.5774448006357665,0.25668755809337407,True,normal
sensor_07,sensor_11,0.5761749675734381,0.5274850843932907,0.5761749675734381,0.5274850843932907,True,normal
sensor_48,sensor_49,0.5730521418714972,0.6725183218222994,0.5730521418714972,0.6725183218222994,True,normal
sensor_00,sensor_07,0.5727825847560785,0.10703042869081231,0.5727825847560785,0.10703042869081231,True,normal
sensor_00,sensor_11,0.5713870450370199,0.12977037874802247,0.5713870450370199,0.12977037874802247,True,normal
sensor_17,sensor_36,0.5678388126559256,0.31289978237049604,0.5678388126559256,0.31289978237049604,True,normal
sensor_06,sensor_37,-0.5666347472965512,-0.6822172799425646,0.5666347472965512,0.6822172799425646,False,normal
sensor_04,sensor_11,0.56536239363374,0.2241488576643781,0.56536239363374,0.2241488576643781,True,normal
sensor_32,sensor_36,0.56464169177763,0.4444632470052497,0.56464169177763,0.4444632470052497,True,normal
sensor_44,sensor_49,0.5625201267929344,0.6256464537994163,0.5625201267929344,0.6256464537994163,True,normal
sensor_27,sensor_30,0.5615729871177425,0.6635993311644551,0.5615729871177425,0.6635993311644551,True,normal
sensor_11,sensor_12,0.5609084780122822,0.5754945840561595,0.5609084780122822,0.5754945840561595,True,normal
sensor_18,sensor_36,0.5574758210119438,0.3128468539799314,0.5574758210119438,0.3128468539799314,True,normal
sensor_06,sensor_48,0.5419753463960969,0.5548719653959072,0.5419753463960969,0.5548719653959072,True,normal
sensor_44,sensor_47,0.5371922833886215,0.4885579590407869,0.5371922833886215,0.4885579590407869,True,normal
sensor_13,sensor_37,-0.533837921099937,-0.46147247192091273,0.533837921099937,0.46147247192091273,False,normal
sensor_35,sensor_37,-0.5235058502535801,-0.6516748999674663,0.5235058502535801,0.6516748999674663,False,normal
sensor_06,sensor_13,0.5224666149374032,0.5192523816550436,0.5224666149374032,0.5192523816550436,True,normal
sensor_28,sensor_34,0.52005317024835,0.2693628794387373,0.52005317024835,0.2693628794387373,True,normal
sensor_30,sensor_36,0.5196165330411109,0.3387635494552727,0.5196165330411109,0.3387635494552727,True,normal
sensor_28,sensor_35,0.5154682934630447,0.04943523857323521,0.5154682934630447,0.04943523857323521,True,normal
sensor_31,sensor_34,0.5151076806660903,0.34384881133533707,0.5151076806660903,0.34384881133533707,True,normal
sensor_06,sensor_10,0.5085350226127267,0.2789175424582242,0.5085350226127267,0.2789175424582242,True,normal
sensor_33,sensor_34,0.5051753516262958,0.204310697600631,0.5051753516262958,0.204310697600631,True,normal
sensor_13,sensor_48,0.5041497019950025,0.48459491419577466,0.5041497019950025,0.48459491419577466,True,normal
sensor_11,sensor_48,0.5019647041722162,0.5931275931923928,0.5019647041722162,0.5931275931923928,True,normal
sensor_30,sensor_34,0.5015358359948885,0.31156651449052486,0.5015358359948885,0.31156651449052486,True,normal
sensor_04,sensor_07,0.4956293677295152,0.18294057944006137,0.4956293677295152,0.18294057944006137,True,normal
sensor_00,sensor_12,0.4897000220400398,0.0555617671932656,0.4897000220400398,0.0555617671932656,True,normal
sensor_36,sensor_37,-0.48694052201403676,-0.3632349494436113,0.48694052201403676,0.3632349494436113,False,normal
sensor_27,sensor_33,0.48680730213724677,0.3870034154760045,0.48680730213724677,0.3870034154760045,True,normal
sensor_04,sensor_12,0.48408994204149614,0.1624199160603293,0.48408994204149614,0.1624199160603293,True,normal
sensor_37,sensor_48,-0.480931454725268,-0.4530674747165891,0.480931454725268,0.4530674747165891,False,normal
sensor_27,sensor_31,0.478438541782844,0.414895116918451,0.478438541782844,0.414895116918451,True,normal
sensor_08,sensor_11,0.4779336462176139,0.4798525876089277,0.4779336462176139,0.4798525876089277,True,normal
sensor_31,sensor_36,0.47780331019043953,0.34010498069541867,0.47780331019043953,0.34010498069541867,True,normal
sensor_33,sensor_36,0.4682766611233347,0.20543432973816975,0.4682766611233347,0.20543432973816975,True,normal
sensor_18,sensor_27,0.46706706571766643,0.19208439573224903,0.46706706571766643,0.19208439573224903,True,normal
sensor_06,sensor_12,0.46555350495586917,0.3503336636540467,0.46555350495586917,0.3503336636540467,True,normal
sensor_00,sensor_08,0.45927966030174205,0.0648009455469137,0.45927966030174205,0.0648009455469137,True,normal
sensor_17,sensor_27,0.4590780490810491,0.19068106188064268,0.4590780490810491,0.19068106188064268,True,normal
sensor_06,sensor_35,0.4575182354144554,0.6849604717139947,0.4575182354144554,0.6849604717139947,True,normal
sensor_06,sensor_09,0.4571074676736139,0.3555333299274259,0.4571074676736139,0.3555333299274259,True,normal
sensor_11,sensor_13,0.4527531609370177,0.5394201611096955,0.4527531609370177,0.5394201611096955,True,normal
sensor_00,sensor_09,0.43884329135621863,0.16483837171840554,0.43884329135621863,0.16483837171840554,True,normal
sensor_00,sensor_02,0.43866846774051016,0.07251070474295365,0.43866846774051016,0.07251070474295365,True,normal
sensor_41,sensor_43,0.43379722056091413,0.271490704018425,0.43379722056091413,0.271490704018425,True,normal
sensor_27,sensor_32,0.42945814266444376,0.43742758418056554,0.42945814266444376,0.43742758418056554,True,normal
sensor_04,sensor_05,0.4285450142958835,-0.1488617246367284,0.4285450142958835,0.1488617246367284,True,normal
sensor_28,sensor_36,0.4278274259891637,0.29594188578499875,0.4278274259891637,0.29594188578499875,True,normal
